title,authors,orgs,source,year,volume,issue,pages,keywords,abstract,doi,cited_count,download_count,fund,classification,clc_code,url,uid
"抓住机遇, 勤于圆梦 题录",,,国际麻醉学与复苏杂志,2019,,,,,<正>,,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF7wX9XAeDWCJVn_WrRA5cRdHJVSfRNyg3luk6mrKpHntZ5EfPhTUr-rT-Yi6PAtR1mk-eitCQYGK-TSEgEgPkz7UATxqUc0dKvB6wfPGW7IwGo3yPxdq0Gfi12jWoppPtVXZfoMR_Xo9KaAYOWwsL51RRYogBkvP4-D2D6VbOD-yg==&uniplatform=NZKPT&language=CHS,475634a904ba
本期导读 题录,,,中华结核和呼吸杂志,2019,,,,,,,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF7wX9XAeDWCJVn_WrRA5cRdHJVSfRNyg3lFt_lHK0Cpm3RR7BtXfqxRRjQY5HScw08qiOqrIUD7_-iIAbkz5ESTtdlijFXMAxTHoQYMBkeSYPvBrdW6n2atN4eXP04wnHP6kL451dhQT_Qbt_6DQ4LsJZiHmMgGeLwiZq2mF_1wog==&uniplatform=NZKPT&language=CHS,73c8821ba99f
努力推动神经外科的创新发展 题录,张亚卓 ; 首都医科大学,,中华神经外科杂志,2019,,,,,"34年弹指一挥间,回首《中华神经外科杂志》创刊、发展和成熟的不凡历程,在王忠诚为代表的老一代神经外科前辈开拓创新精神的指引和各位神经外科同道的信任和支持下,杂志取得了辉煌的成就,见证了中国神经外科事业的发展。立足今日,现代科技快速发展,神经外科技术日新月异,杂志将以推动神经外科的创新发展为主旨,努力建设创新技术的推广平台,不断提高杂志的内涵和质量。展望未来,仍有星辰大海,《中华神经外科杂志》将和中国神经外科一起,迎接新的辉煌。",,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5j1VNKMu0WWBVdffcr78PnrLgkK71XfrXFJP3wvVMSryXE0DnWdDPWT7gXf1Nuorjhsc0dSxpHRKsbKVGTllihYfbHq1qfeBu1VcChcIBbZB1KlROT714wCyJ-Y1Jv2TWjoXoYA_C3UhgdgM32-aiTpBsze6ovvX_pWyJT99dZBg==&uniplatform=NZKPT&language=CHS,3aa48d190e78
纪念尚志钧先生诞辰100周年学术会议暨《尚志钧本草文献全集(第一辑)》首发式在北京举行 题录,彭华胜,,中华医史杂志,2019,,,,,"<正>尚志钧教授为中国当代著名本草学家, 一生致力于本草文献研究。2018年, 时值尚志钧诞辰100周年, 适逢《尚志钧本草文献全集(第一辑)》出版之际, 为弘扬尚志钧勤勉严谨的治学精神, 缅怀尚志钧在本草文献学领域的卓越成就, 2018年12月10日中国中医科学院隆重举办纪念尚志钧先生诞辰100周年学术会议暨《尚志钧本草文献全集(第一辑)》首发式(图1)。会议由中国药学会药学史专业委员会、中国中医科学",,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5j1VNKMu0WWBVdffcr78PnrLgkK71XfrXFJP3wvVMSr07SRJED6g6t1J4-4K8oW7vKe2qPLNwmGzg-Nt3sybOvnjckvKMk9DWcr1ELiKFF2CAioAC4g0dQ5_G_FTHwMlzXJvN_EKa6BGHudA3sRAHtonXxamlCaBLAyDfpRoiG-g==&uniplatform=NZKPT&language=CHS,91540a351ce5
"促进学术交流,引领生殖学科健康发展 题录",,,中华生殖与避孕杂志,2019,,,,,,,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5j1VNKMu0WWBVdffcr78PnrLgkK71XfrWkSHiXphVoP_m8_h8xsnsVeF3afpkdImfeGvlrxNxEkLBLa15tbgIAqRN9gdmFIS_0H29G915VHr2K7OmwePVH3qFx1f6M-tevCNJgvg_z4zbE9Ee8Wt3c7ckkJZ5Ll5sohFT18QqGXQ==&uniplatform=NZKPT&language=CHS,9b413f95a158
《中华医学遗传学杂志》第36卷序 题录,李岭 ; 张学 ; 1.四川大学《中华医学遗传学杂志》编辑部、华西医院生物治疗国家重点实验室 ; 2.哈尔滨医科大学 ; 3.中国医学科学院－北京协和医学院医学遗传学,,中华医学遗传学杂志,2019,,,,,,,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF6ymMvgTF7FGje-sd761ciHD8ZuavbtEu4WEsE2-5Spo4RjYpLmkhvudfW50qA5UvKPKL5ptlXm3bS2_LBtvQosyACd_CCLeSDiTPXr-uaw2CR7S_ke0Lcos0kLolRNixpE_tEeCuFwjgVHDJYWzSH8dt7ziHMlR-3we_vFIB15Bw==&uniplatform=NZKPT&language=CHS,5010e66e9f14
四十不惑再出发 题录,,,国际免疫学杂志,2019,,,,,<正>,,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF6ymMvgTF7FGje-sd761ciHD8ZuavbtEu4DPzK7HXT3U4kNJEQ59wWQh2OCp6f2TnO_09V_6T-a2HBHnuNHSB6d5rVHcJks4qExUTJx8uPqV5jdyTZKsW0Lc_vuKc60hmn-uhWGbvvXVN-N8HpU0pkTazh2teEahxGwfF1q1P434Q==&uniplatform=NZKPT&language=CHS,0db4e0badf9e
产后修身塑形瑜伽推荐 题录,王茜 ; 赵丽萍,,,2019,,,,,"生完宝宝, 很多妈妈都会抱怨身材""走形""严重, 尤其是腹部松弛下垂, 有的更有腰痛、骨盆松弛等问题。孕期妈妈的腹肌和盆底肌都受到极度的牵拉, 所以, 产后修复刻不容缓, 不仅为了好看的身段, 更为了您和宝宝的健康。今天就给大家推荐几个有助于产后修身塑形的瑜伽动作。",,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5IfJyg9YFjT0Iu0KSgTH7Q0PK2-JOWNfN5Rou1c_r9FgkafHomvw6HtcWMNR2S23sE3O1wNunH7TDc-_JUd2JBp4wQ1DtASMTLG6pK_4LeJsqe3wSru9WPJ9y0HWl9I3QpMQfs8rrGqbighB-8ISKP_oCL8qrdl5iLdU6Kb7evrQ==&uniplatform=NZKPT&language=CHS,13accb979c58
Caudal and Lentiform nuclei Myelinolysis following Endoscopical surgery for pediatric Craniopharyngioma: two cases report and literature review 题录,"Zhi Gang Wang1 ; Lian Ying Jiang2 ; Wen Hao Zhang3 ; Tao Hong1 ; 1.Department of Neurosurgery,The First Affiliated Hospital of NanChang University ; 2.Department of Neurology,Affiliated Hospital of Guangdong Medical University ; 3.Medical Image Center,Yongxin County People's Hospital",,中华神经外科杂志（英文）,2018,,,,,"Background: The extrapontine myelinolysis(EPM) of osmotic demyelination syndrome(ODS) is a rare and dangerous disorder of the central nervous system. The mechanism is not fully understood and the treatment is controversial. There are few reports of EPM occurred after endonasal endoscopic resection of pediatric craniopharyngioma.Case presentation: We report two unusual cases of such a rare condition. Both are procedured uneventful endonasal endoscopical craniopharyngioma resection, after operatio...",,,,supported by National Natrural Science Foundation of China(No.81460381)；,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF740NrzH79B1l_UukBR3OELt18J2_zVyKqlVWvLLaSzRErJHf8s2uxWqG4QlLQkCHemDznDPffayqvMGd6Yh3O-17uNA8senSCnmfoUqL-EBCgo6eIMcJMepS7wH-hFeXTtmx0Kx5_YqQOFcAWzRw3x44J41Az9hWhUJBK3KfvDtg==&uniplatform=NZKPT&language=CHS,c5243bffa843
编者的话 题录,本刊编辑部,,国际医药卫生导报,2018,,,,,"<正>跨学科精细化合作是医学发展到一定阶段的新尝试和新选择,本期""海外聚焦""栏目""机器学习算法在冠心病和心梗预测中的应用""一文,便是这样的典型范例。这也是一篇国际合作论文。我们新增的""海外聚焦""栏目,就是以刊发国际论文(所有作者均来自国外)、国际合作论文(部分作者来自国外)为主。这有利于我们全方位对医学进展的了解。我们这期还编辑了一个骨科专题,随着人类寿命的延长,人口老年化问题日益严重,股骨颈骨折、股骨转子间骨折、股骨粗隆间骨折等发病率",,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF66PZg6LQEhDh004Zd5oIwEGSJFqEXUNtXtyAubKM5BiiK1Kez-qV37n6DiQAviX3K8bBgu4EoiuAyekiFcDphW9NRYXAkKbzqL-CMI-BZX9pShLWIqUFqvd0YQp3ZKeCHRUXNtIUgb0htQICb0hvfSaz3OifsIC5XrMOKBvWgIRg==&uniplatform=NZKPT&language=CHS,22152779e5db
Novel findings in relation to multiple anti-atherosclerotic effects of XueZhiKang in humans 题录,Xu Rui-Xia ; Zhang Yan ; Guo Yuan-Lin ; Ma Chun-Yan ; Yao Yu-Hong ; Li Sha ; Li Xiao-Lin ; Qing Ping ; Gao Ying ; Wu Na-Qiong ; Zhu Cheng-Gang ; Liu Geng ; Dong Qian ; Sun Jing ; Li Jian-Jun,,慢性疾病与转化医学（英文）,2018,,,,XueZhiKang ; Hyperlipidemia ; Low-density lipoprotein cholesterol subfraction ; Oxidized LDL ; Interleukin-6,"Background: Previous studies have clearly demonstrated that XueZhiKang (XZK), an extract of cholestin, can decrease low-density lipoprotein cholesterol (LDL-C) and cardiovascular events. However, the mechanism of the effects of XZK on atherosclerosis (AS) in humans has been reported less frequently. In the present study, we investigated the impact of XZK on lipoprotein subfractions, oxidized LDL (oxLDL), and interleukin-6 (IL-6).Methods: From October 2015 to July 2016, 40 subjects were enrolled ...",,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF482SSlKNyMvL0lLFAno6e3T-lmzkjTkJXHosEJ7bb0p7JhrV0xik_ei1y3sJzoFnkfZjKsY_pO5IT0K07bRnKLnOZdZy6by0u-TimaxJSx2FkGEz7QkdTjKVXT1-ilD_sKm_z-N0_dNgKAYe8YVXqbrTxAhlDycWMxzhIY9c-cpQ==&uniplatform=NZKPT&language=CHS,966e4a4e1ae3
A case of subdural hematoma with a medical history of hemophilia a and a review of related literature 题录,"Yi Zhao ; Xin-Jie Bao ; Yong Yao ; Yuan-Fan Yang ; Jun-Ji Wei ; Wen-Bin Ma ; Ren-Zhi Wang ; Department of Neurosurgery, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences",,中华神经外科杂志（英文）,2018,,,,,"Background: Intracranial hemorrhage is the most common emergency in the neurology department, and patients with a medical history of hemophilia have a risk of severe bleeding.Case presentation: A 56-year-old man was admitted to the emergency department in our hospital. He was diagnosed with hemophilia A and subdural hematoma. We administered an infusion of factor Ⅷ to decrease the risk of bleeding and improve the prognosis. Factor Ⅷ infusion is the most important factor in treating hemophilia A ...",,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF4Z7cfDKfwc4bUMvEKQKcavxNrB3AhjPvw4DU2ZlMPLp3_HCbKdn11YGAF_qcZrKaKRbJhK8QY8ei6403sBl3k8dufqDma0l611cEGYk92FWSkoqD3PtKuoER_sInd0LcUUyduvClMtbYkUlP8LBNLoKJ4GBOLqCfE9pc25KYWMHw==&uniplatform=NZKPT&language=CHS,c820b2d2d975
编辑导读 题录,本刊编辑部,,中华耳鼻咽喉头颈外科杂志,2018,,,,,"<正>本刊总编高志强教授撰写的述评《侧颅底外科技术体系》从侧颅底的角度,阐述了颅底领域的基本理念和相关技术发展,内容涉及侧颅底外科的基本理念、经典手术径路、相关设备以及手术团队的建设,认为颅底外科未来应回归其交界性的本源特点,以颅整体的概念来理解目前分散在不同专科领域的技术,逐步建立以手术效果作为主要评价标准的侧颅底规范化外科技术培训与实践体系。《咽鼓管功能障碍专家共识》重点讨论了咽鼓管通气功能异常引起的中耳压力调节障碍所带来的相关问题,包括咽鼓管功能障碍的分类、临床表现以及治疗原则,并对儿童咽鼓管功能障碍单独加以讨论。随着危重患者和喉气管外伤患者救",,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF4Z7cfDKfwc4bUMvEKQKcavxNrB3AhjPvweWnHzwyMNBqwwemAojTqbhQaXr-TIqQbJ3w7UICJj2_R-SswPNBxLrnSyBC_SJwwx4DYvUz0uL9kLjMA2QGSiMFJiidEkzzvSlGlOTE_CNRplci1SG531SRkII49eHyJ3LlpFG-kQcQ==&uniplatform=NZKPT&language=CHS,14426245396b
外源性一氧化氮促进人脐静脉内皮细胞损伤修复的体外实验研究 题录,陈鸿强 ; 秦士勇 ; 李桂杰 ; 王明海 ; 张鑫,,中华血管外科杂志,2018,,,,一氧化氮 ; 内皮细胞 ; 损伤修复,"目的 观察外源性一氧化氮(NO)对体外培养的正常及损伤模型中的人脐静脉内皮细胞(HUVEC)的干预变化,并探讨其修复机制。方法 建立HUVEC的损伤模型,利用外源性NO供体硝普钠(SNP)进行干预。实验分为三组：正常HUVEC组(正常组)；H2O2诱导HUVEC损伤模型组(损伤组)；SNP干预H2O2诱导HUVEC损伤模型组(干预组)。光镜观察细胞形态学变化、Hoechst33258蓝色荧光染色后观察凋亡小体；Western Blot法检测eNOS、Caspase-7蛋白表达水平；ELISA法检测VEGF水平及免疫组化法检测PCNA表达水平。结果 细胞形态及凋亡小体观察：正常HUVEC在H2O2诱导下发生氧化应激反应性损伤,细胞形态发生改变,出现凋亡小体；干预组细胞形态基本正常,凋亡小体明显减少。Western Blot法检测：损伤组eNOS表达水平降低,干预组eNOS表达回升,接近正常组含量；正常组未见Caspase-7蛋白表达,损伤组可检测到明显表达,干预组表达量显著减少。ELISA法检测：干预组VEGF含量高于正常组和损伤组,与损伤组比较差异有统计学意义(P<0.05)；免...",,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF7fpuZdJSnDz4i1V7RtmTnmuHq4MLCfa5SrV_oRKK0roAPEOLPw4p4I2v4A-OkZBySMFKJk_Udwj1neFsXSbObdnkT7ItHMZ9WPrE8QpBvOMQ0PUUOBkmG2K0a1CDthM2SgB12L525FAnw1LX07WTVlRcHA4DCZ2dwSOgQy9CBCvA==&uniplatform=NZKPT&language=CHS,578d5675e0c0
通道长度对泡沫硬化剂稳定性影响的实验研究 题录,祝盼盼 ; 白逃萍 ; 田琳 ; 何新 ; 蒋文涛,,中华血管外科杂志,2018,,,,通道长度 ; 泡沫硬化剂制备方式 ; 泡沫稳定性 ; 静脉疾病,"目的 探讨通道长度对制备泡沫硬化剂稳定性的影响。方法 采用不同长度的小直径橡皮管水平连接两个注射器,研究通道长度对制备泡沫稳定性的影响。选用5 ml注射器,液气比1∶4,并在室温环境下进行了5组不同长度橡皮管的实验。实验全程摄像,每组设置重复实验4次,对稳定性指标(析水时间、半衰期、泡沫半衰期体积量和析水率曲线)进行对比分析。结果 2 cm,4 cm,6 cm,8 cm长橡皮管实验下,泡沫的各个析水率时间从4 s逐步变长至27 s,而10 cm长度橡皮管实验下,泡沫的析水率时间较之8 cm变短,为18 s左右。结论 实验中8 cm为最佳通道长度。改变通道长度能够使制备的泡沫硬化剂稳定性显著提高,临床可以考虑使用最佳通道长度的平行连接装置来制备泡沫。",,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF7fpuZdJSnDz4i1V7RtmTnmuHq4MLCfa5SrV_oRKK0roAPEOLPw4p4IxfzoMsRl5fgS-eEZsOi6xZ2W-ltalGdNla3QYHd1m_P516Tr7-KXUZXkXsqpwPNKzxXVnFzrCi7AS9xjnwAyTuTktNZvcEaoCkfdMg7ovCQC6UlTWDZJGQ==&uniplatform=NZKPT&language=CHS,483248956e34
吡斯的明对人心肌成纤维细胞增殖、Ⅰ型胶原纤维表达及增殖信号通路的影响 题录,卢小丽 ; 沈贵林 ; 张婧 ; 王国付 ; 沈利水,,中华心力衰竭和心肌病杂志,2018,,,,吡斯的明 ; 转化生长因子β ; 胶原Ⅰ型 ; 结缔组织生长因子,"目的 探讨吡斯的明(PYR)对人心肌成纤维细胞(HCF)增殖、Ⅰ型胶原纤维(COL1)表达及增殖信号通路的影响。方法 采用转化生长因子β(TGFβ)刺激HCF。根据HCF的干预情况分为四组：对照组、PYR组、TGFβ组(TGFβ 10 ng/ml)及TGFβ＋PYR组。采用流式细胞仪分析细胞周期分布；羟脯氨酸法检测COL1含量；反转录酶－聚合酶链锁反应法(RT－PCR)测定结缔组织生长因子(CTGF)和Smad3的mRNA表达量；免疫印迹法测定CTGF、Smad3及pSmad3的蛋白表达量。结果 与对照组相比,TGFβ组的S/G2期细胞比例、COL1合成量、CTGF的mRNA和蛋白表达量、Smad3的mRNA和蛋白表达量及pSmad3蛋白表达量均增高(P均<0.05)。采用TGFβ 10 ng/ml与不同浓度PYR处理HCF后发现PYR 100 μmol/L可使S/G2期细胞比例最低。与TGFβ组相比,TGFβ＋PYR组(TGFβ 10 ng/ml ＋ PYR 100 μmol/L)的S/G2期细胞比例(30.8%±1.4%比48.6%±3.5%)、COL1合成量(0.95±0....",,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF6OJWepkKuCJYKomq13I1AuVA9LRYmwl7aC__aGn-p0BXxx4RPaGbIekdDZc_qEpS5-EwrA6Mm4-hY1W6bUEgDObwK0yc0Z7etGpqDb5iwW1pH11oIXCcjfpdmxrklDr2gYFX2KZppwzq3bHM1MmnHHbZmUJdsX5iI_kCX9KMj3Ug==&uniplatform=NZKPT&language=CHS,5d555740f148
本刊举办第六届刘玉清院士优秀论文颁奖活动 题录,本刊编辑部,,中华放射学杂志,2018,,,,,"<正>2017年10月13日,第六届刘玉清院士优秀论文颁奖活动,于上海世博中心中华医学会第二十四次全国放射学学术大会开幕式上举行。刘玉清院士优秀论文评选由本刊编辑部主办,以我国放射学界唯一的院士刘玉清教授命名,目前已举办五届,旨在评选和表彰发表在我刊的优秀科研论文。本次评选活动是从2015年1月至2016年12月《中华放射学杂志》发表的论文中,以被引频次高低为标准初选,共评选出一",,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF6OJWepkKuCJYKomq13I1AuVA9LRYmwl7bphom_Lwu17SnQjEFJ0KqerAD0f-KUq8jbkD_IW5kiCz0AuPY0ad0rnK3WLXrTaG5UU9wFt2R31NY6_usha0am5S154Z2DGo4SkowlKV2AJ_mZ7d5fT6vqgmDemsPfy490ryo5jmlOAA==&uniplatform=NZKPT&language=CHS,0055f207db44
新年献辞 题录,祁佐良 ; 《中华整形外科杂志》编辑部,,中华整形外科杂志,2018,,,,,"<正>《中华整形外科杂志》1985年创刊,是中国第一本整形修复领域的学术期刊(创刊时为《中华整形烧伤外科杂志》,2000年《中华烧伤杂志》独立出去)。作为中华医学会整形外科学分会的官方期刊,记载并传播本领域的学术成就、促进学术交流、推动学科发展是本刊的天然使命。整形外科的起源与文明同步,悠远漫长。公元前3000～2500年前古埃及的The Symth Papyrus上即有关于创面管理的记载。文",,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF61Fo76rUPjJ9qOuvZ7dcPvDtMM-QPsCEoCVvuq34XEZ-2mfwru_RNWwIot93F1QZXOejfyhiHLxiNPm7dqbxixBcxno97COL7Es1p8yjoxcCydnTsLZl28UdYPYAS7djk9UX6lQelhAZvz1x2R6cdg79phbzMZ5OnjDxTVMG0zvw==&uniplatform=NZKPT&language=CHS,bbdfed3f21ee
2018年新年寄语 题录,余学清 ; 广东医科大学,,中华肾脏病杂志,2018,,,,,"<正>时光流逝,岁月不居,1985年创刊的《中华肾脏病杂志》已过而立之年,正值风华正茂的大好年华。在这辞旧迎新之际,我谨代表《中华肾脏病杂志》编辑委员会对为杂志的发展和进步做出贡献的历任总编辑、副总编辑、编委、特约审稿人、编辑、作者和读者们表示衷心的感谢并致以新年的祝福!",,,,,,R-01,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF4nNVcOp2AqC5J__dzA5VO3ijNul1SeMFD6zx7tpxxMElBBm_a3CbRPddp3zTuUoRWRJf59WAIikB9AYc43-DNBz3FEns9mXsIK_-d69TGmb6hsFcd5CCTdbf__ZGGyhFsA7V3z_GC_xVmOBe9EtSXK8jarc9Yv64eO6c9qwM-kOA==&uniplatform=NZKPT&language=CHS,55b8f077f734
CT联合磁共振弥散加权成像对子宫肌瘤变性的诊断价值,杨昌芬 ; 粟周海 ; 商观锋 ; 黄贵 ; 周玲玲 ; 贵州医科大学第二附属医院放射科,,当代医药论丛,2025,,,,磁共振弥散加权成像 ; 电子计算机断层扫描 ; 子宫肌瘤变性 ; 诊断价值,"目的：探讨电子计算机断层扫描（CT）联合磁共振弥散加权成像（MRI-DWI）对子宫肌瘤变性的诊断价值。方法：选取2022年6月至2024年6月在贵州医科大学第二附属医院就诊的疑似子宫肌瘤变性患者共计116例，所有患者均进行CT、MRI-DWI筛查诊断，以症状、病理学检查、随访结果作为金标准，分析CT联合MRI-DWI在子宫肌瘤变性患者早期筛查诊断中的应用价值。结果：116例疑似子宫肌瘤变性患者中，经病理学检查确诊为恶性101例（87.07%），良性15例（12.93%）;MRI-DWI检查的特异度、灵敏度、阳性预测值、阴性预测值、准确度分别为73.33%、90.10%、95.79%、52.38%、87.93%,CT检查分别为40.00%、87.13%、90.72%、33.33%、81.03%,CT联合MRI-DWI检查分别为93.33%、97.03%、98.99%、82.35%、96.55%，与单独CT、MRI-DWI检查比较，CT联合MRI-DWI检查的诊断效能更高（P <0.05）;CT联合MRI-DWI检查对子宫肌瘤变性发病位置诊断准确率较单独CT、MRI-DWI检查高（P...",,,,,,R-02,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF6_aKqxgSa3yAq48nWBBtdRnpNNNeprZLiDefjIYEc2BKE4WZOP-oKpESYx5We-Mh-tFs-RprA4iWMj7YwNVkcIfP77ZEzG3hStJ8ie8mNJsDv_cMQ_acBqp3_t7ACFb0WE90svMNxESmKgRqLS371d_DqDOH0NI0FQ9AI5KDm4Vg==&uniplatform=NZKPT&language=CHS,1c34852271b1
Chinese experts’ consensus on the diagnosis and treatment of severe and critical patients with coronavirus disease 2019 题录,Chinese Research Hospital Association of Critical Care Medicine ; Youth Committee of Chinese Research Hospital Association of Critical Care Medicine,,中华危重病急救医学,2020,,,,Coronavirus Disease 2019 ; Expert consensus,"The coronavirus disease 2019 (COVID-19) seriously threatens the health of humans worldwide, and at the time of this writing, there is no specific antiviral treatment for COVID-19. To reduce the case mortality, experts at the frontlines of the COVID-19 pandemic in China, have collected, analyzed, and summarized data on the clinical diagnosis and treatment of severe and critical patients with COVID-19 in Wuhan and other severe disaster areas. Here, we present the Chinese experts’ consensus on the ...",,,,,,R-02,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5gLQp2nM_vUgNfpbKnbYBiAbnaVD0aH3jbvYsdvZE4Ag3qXnaLP_fMMMV8YTQGciHzTls8PQuGuwvG6RwhvhI4vWdejJtApHWtmW4DxyW7TPRQxyA6B-1X8YUobPSJqe7f5xYQh6ZPKpNZshTnT9nuTDjbwsWuY0LFVJ-KIbg3LQ==&uniplatform=NZKPT&language=CHS,a2ac0ddb1a25
重组缩短的葡萄球菌类肠毒素X蛋白克隆表达及催吐活性评价 题录,"王铜1,2 ; 陶晓霞2 ; 孟凡亮2 ; 李心朋3 ; 小野久弥4,5 ; 王多1,2 ; 胡东良5 ; 张建中2 ; 王国庆1 ; 闫笑梅2 ; 1.北华大学医学技术学院, 吉林 ; 2.传染病预防控制国家重点实验室, 感染性疾病诊治协同创新中心, 中国疾病预防控制中心传染病预防控制所, 北京 ; 3.山东省疾病预防控制中心, 济南 ; 4.弘前大学大学院医学研究科, 弘前-8562, 日本 ; 5.北里大学兽医学部, 十和田-8628, 日本",,中华流行病学杂志,2020,,,,肠毒素 ; 重组蛋白 ; 包涵体 ; 复性 ; 催吐活性,"目的分析缩短的葡萄球菌类肠毒素X(truncated Staphylococcal enterotoxin-like toxin X, tSElX)氨基酸多态性, 对其进行克隆表达纯化并对催吐活性进行评价。方法将tselx序列与本课题组前期完成测序的145株CC398菌株基因组序列及NCBI数据库进行比对分析。设计引物扩增tselx目的基因, 将该片段重组于pMD18-T载体中并进行测序鉴定。经限制性内切酶BamHⅠ和EcoRⅠ双酶切后将目的片段构建于质粒pGEX-6P-1及pET-28a(+)中, 重组质粒鉴定后, IPTG诱导蛋白表达。将以包涵体形式表达的蛋白进行变性和复性, 用亲和层析法和超滤法对表达产物进行纯化。将纯化的tSElX蛋白以250 μg/kg喂饲普通狨猴, 观察呕吐反应。结果 tselx基因在我国不同来源(患者、健康人群和动物)的145株CC398菌株均存在。我国菌株编码蛋白的氨基酸序列同源性为100.0%, 与4株美国菌株的同源性分别为97.8%(1株)和98.9%(3株)。通过两套表达系统及不同诱导条件, tSElX均以包涵体形式表达。通过变性及复性, 获得高纯...",,,,国家重点研发计划(2018YFC1603800)；,,R-02,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF60xwnG5mFOEffmOxWEx1mCPYcqEKLfDBl1kAlHq1jiglnZl0qX3FeOT42qqqBgHwrlTwuCAX2d5hSsTR-HaXRimChlHs4BuHPxI9viIVzzakaV3OYTlpq6v2ITGTqoqSDoVOhYKE0CrMZ60EHCKADTdSuOdNoVL5XBfMe6XUFbeA==&uniplatform=NZKPT&language=CHS,73363f95efd4
